# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(-3.28081024e-01 2.50000000e-07 5.00000000e-01)	0
1               	1.00008917e+00	(-3.17746885e-01 5.18958002e-03 5.00000000e-01)	114785
2               	1.00013857e+00	(-3.17746885e-01 5.68682789e-03 5.00000000e-01)	116417
3               	1.00015989e+00	(-3.17746885e-01 6.04452227e-03 5.00000000e-01)	117505
4               	1.00017370e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
5               	1.00018477e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
6               	1.00019604e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
7               	1.00020703e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
8               	1.00021670e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
9               	1.00022572e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
10              	1.00023635e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
11              	1.00024765e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
12              	1.00025926e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
13              	1.00026929e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
14              	1.00027924e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
15              	1.00028889e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
16              	1.00029802e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
17              	1.00030702e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
18              	1.00031602e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
19              	1.00032481e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
20              	1.00033344e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
21              	1.00034222e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
22              	1.00035125e+00	(-3.17746885e-01 7.04030827e-03 5.00000000e-01)	120225
