# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(-3.28081024e-01 2.50000000e-07 5.00000000e-01)	0
0.00011999      	1.00004096e+00	(-3.17746885e-01 5.77219750e-04 5.00000000e-01)	75617
0.000263962     	1.00008829e+00	(-3.17746885e-01 6.93175807e-04 5.00000000e-01)	78881
0.000436717     	1.00012603e+00	(-3.17746885e-01 8.07400178e-04 5.00000000e-01)	81601
0.000644009     	1.00015360e+00	(-3.17746885e-01 8.84777388e-04 5.00000000e-01)	83233
0.000892729     	1.00017346e+00	(-3.17746885e-01 9.69567250e-04 5.00000000e-01)	84865
0.00119115      	1.00018805e+00	(-3.17746885e-01 1.06248013e-03 5.00000000e-01)	86497
0.00154914      	1.00019919e+00	(-3.17746885e-01 1.16429446e-03 5.00000000e-01)	88129
0.00197859      	1.00020789e+00	(-3.17746885e-01 1.31537953e-03 5.00000000e-01)	90305
0.00249383      	1.00021463e+00	(-3.17746885e-01 1.57954363e-03 5.00000000e-01)	93569
0.00311186      	1.00021985e+00	(-3.17746885e-01 2.01605937e-03 5.00000000e-01)	97921
0.00385304      	1.00022434e+00	(-3.17746885e-01 2.49589947e-03 5.00000000e-01)	101729
0.00474246      	1.00022806e+00	(-3.17746885e-01 2.57319834e-03 5.00000000e-01)	102273
0.00580919      	1.00023164e+00	(-3.17746885e-01 3.08993963e-03 5.00000000e-01)	105537
0.00708871      	1.00023737e+00	(-3.17746885e-01 3.59898703e-03 5.00000000e-01)	108257
0.00862335      	1.00024549e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.0104626       	1.00025592e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.0126665       	1.00026872e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.0153064       	1.00028383e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0184727       	1.00030072e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0222623       	1.00031851e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.02681         	1.00033636e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0322468       	1.00035418e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0387418       	1.00037146e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0464938       	1.00038701e+00	(-3.17746885e-01 4.32171729e-03 5.00000000e-01)	111521
0.0557512       	1.00039956e+00	(-3.17746885e-01 4.19189464e-03 5.00000000e-01)	110977
0.0656906       	1.00041011e+00	(-3.17746885e-01 4.19189464e-03 5.00000000e-01)	110977
0.0755255       	1.00041970e+00	(-3.17746885e-01 4.19189464e-03 5.00000000e-01)	110977
0.0852568       	1.00042846e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.0948857       	1.00043715e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.104413        	1.00044620e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.11384         	1.00045561e+00	(-3.17746885e-01 4.06597175e-03 5.00000000e-01)	110433
0.123071        	1.00046559e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.132206        	1.00047564e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.141245        	1.00048569e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.150191        	1.00049575e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.159043        	1.00050579e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.167803        	1.00051579e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.176563        	1.00052548e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.185231        	1.00053535e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.193807        	1.00054534e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.202293        	1.00055533e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.21069         	1.00056534e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.218999        	1.00057539e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.227307        	1.00058517e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.235528        	1.00059518e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.24366         	1.00060534e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.251793        	1.00061517e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
0.259838        	1.00062522e+00	(-3.17746885e-01 3.94383148e-03 5.00000000e-01)	109889
