# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(1.56631511e-03 4.00664797e-04 5.00000000e-01)	0
0.00011999      	1.00000337e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.000263962     	1.00000756e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.000436717     	1.00001265e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.000644009     	1.00001870e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.000892729     	1.00002576e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00119115      	1.00003388e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00154914      	1.00004304e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00197859      	1.00005314e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00249383      	1.00006391e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00311186      	1.00007488e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00385304      	1.00008525e+00	(4.74706631e-03 1.21537301e-03 5.00000000e-01)	101
0.00474246      	1.00010266e+00	(8.02553783e-03 2.05728518e-03 5.00000000e-01)	202
0.00580919      	1.00012343e+00	(8.02553783e-03 2.05728518e-03 5.00000000e-01)	202
0.00708871      	1.00014629e+00	(8.02553783e-03 2.05728518e-03 5.00000000e-01)	202
0.00862335      	1.00016977e+00	(8.02553783e-03 2.05728518e-03 5.00000000e-01)	202
0.0104626       	1.00019543e+00	(1.14047319e-02 2.05728518e-03 5.00000000e-01)	203
0.0126665       	1.00022508e+00	(1.14047319e-02 2.05728518e-03 5.00000000e-01)	203
0.0153064       	1.00025919e+00	(1.48877429e-02 2.05728518e-03 5.00000000e-01)	204
0.0184727       	1.00029946e+00	(1.84777604e-02 2.05728518e-03 5.00000000e-01)	205
0.0222623       	1.00035541e+00	(1.84777604e-02 2.05728518e-03 5.00000000e-01)	205
0.02681         	1.00043177e+00	(2.21780719e-02 2.05728518e-03 5.00000000e-01)	206
0.0322468       	1.00053807e+00	(2.59920659e-02 2.05728518e-03 5.00000000e-01)	207
0.0387418       	1.00066881e+00	(2.99232349e-02 2.05728518e-03 5.00000000e-01)	208
0.0464938       	1.00081595e+00	(3.39751789e-02 2.92730968e-03 5.00000000e-01)	309
0.0557512       	1.00098492e+00	(3.81516084e-02 2.92730968e-03 5.00000000e-01)	310
0.06686         	1.00116926e+00	(4.68933393e-02 2.92730968e-03 5.00000000e-01)	312
0.0801906       	1.00133198e+00	(5.14666457e-02 2.92730968e-03 5.00000000e-01)	313
0.0960493       	1.00146368e+00	(6.10390842e-02 2.92730968e-03 5.00000000e-01)	315
0.114882        	1.00157657e+00	(7.12087344e-02 3.82638520e-03 5.00000000e-01)	417
0.13701         	1.00168896e+00	(8.20128557e-02 3.82638520e-03 5.00000000e-01)	419
0.163161        	1.00178643e+00	(9.34910318e-02 3.82638520e-03 5.00000000e-01)	421
0.194155        	1.00185885e+00	(1.05685316e-01 3.82638520e-03 5.00000000e-01)	423
0.225149        	1.00191137e+00	(1.18640386e-01 4.75548180e-03 5.00000000e-01)	525
0.256143        	1.00197132e+00	(1.32403705e-01 4.75548180e-03 5.00000000e-01)	527
0.287137        	1.00202122e+00	(1.47025700e-01 4.75548180e-03 5.00000000e-01)	529
0.318131        	1.00206189e+00	(1.62559942e-01 4.75548180e-03 5.00000000e-01)	531
0.349125        	1.00209287e+00	(1.70686804e-01 4.75548180e-03 5.00000000e-01)	532
0.380119        	1.00211773e+00	(1.87697231e-01 5.71560190e-03 5.00000000e-01)	634
0.411113        	1.00214690e+00	(1.96596372e-01 5.71560190e-03 5.00000000e-01)	635
0.442107        	1.00217550e+00	(2.15223262e-01 5.71560190e-03 5.00000000e-01)	637
0.473101        	1.00219727e+00	(2.35012260e-01 5.71560190e-03 5.00000000e-01)	639
0.504095        	1.00221619e+00	(2.45365032e-01 5.71560190e-03 5.00000000e-01)	640
0.535089        	1.00223338e+00	(2.56035867e-01 6.70778142e-03 5.00000000e-01)	741
0.566083        	1.00225906e+00	(2.78371109e-01 6.70778142e-03 5.00000000e-01)	743
0.597077        	1.00228414e+00	(2.90055969e-01 6.70778142e-03 5.00000000e-01)	744
0.628071        	1.00230404e+00	(3.02099817e-01 6.70778142e-03 5.00000000e-01)	745
0.659066        	1.00232255e+00	(3.27308928e-01 6.70778142e-03 5.00000000e-01)	747
