# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(1.56631511e-03 2.74157932e-06 5.00000000e-01)	0
1               	1.00010785e+00	(4.74706631e-03 2.41393337e-03 5.00000000e-01)	9301
2               	1.00029581e+00	(4.74706631e-03 2.13990341e-03 5.00000000e-01)	8901
3               	1.00048739e+00	(4.74706631e-03 2.41393337e-03 5.00000000e-01)	9301
4               	1.00064148e+00	(4.74706631e-03 2.88644517e-03 5.00000000e-01)	9901
5               	1.00086360e+00	(1.56631511e-03 9.40047325e-04 5.00000000e-01)	6300
6               	1.00112430e+00	(1.56631511e-03 8.49407903e-04 5.00000000e-01)	6000
7               	1.00136879e+00	(1.56631511e-03 7.93039752e-04 5.00000000e-01)	5800
8               	1.00159498e+00	(1.56631511e-03 7.39714139e-04 5.00000000e-01)	5600
9               	1.00180581e+00	(1.56631511e-03 7.14140614e-04 5.00000000e-01)	5500
10              	1.00200322e+00	(1.56631511e-03 6.89266842e-04 5.00000000e-01)	5400
11              	1.00218833e+00	(1.56631511e-03 6.41542500e-04 5.00000000e-01)	5200
12              	1.00236175e+00	(1.56631511e-03 6.18655192e-04 5.00000000e-01)	5100
13              	1.00252419e+00	(1.56631511e-03 5.96394136e-04 5.00000000e-01)	5000
14              	1.00267661e+00	(1.56631511e-03 5.74742199e-04 5.00000000e-01)	4900
15              	1.00281992e+00	(1.56631511e-03 5.53682711e-04 5.00000000e-01)	4800
16              	1.00295485e+00	(1.56631511e-03 5.33199463e-04 5.00000000e-01)	4700
17              	1.00308199e+00	(1.56631511e-03 5.13276687e-04 5.00000000e-01)	4600
18              	1.00320186e+00	(1.56631511e-03 4.93899048e-04 5.00000000e-01)	4500
19              	1.00331484e+00	(1.56631511e-03 4.75051628e-04 5.00000000e-01)	4400
20              	1.00342140e+00	(1.56631511e-03 4.75051628e-04 5.00000000e-01)	4400
21              	1.00352236e+00	(1.56631511e-03 4.56719920e-04 5.00000000e-01)	4300
22              	1.00361721e+00	(1.56631511e-03 4.38889812e-04 5.00000000e-01)	4200
23              	1.00370619e+00	(1.56631511e-03 4.21547581e-04 5.00000000e-01)	4100
24              	1.00378954e+00	(1.56631511e-03 4.04679875e-04 5.00000000e-01)	4000
25              	1.00386893e+00	(1.56631511e-03 4.04679875e-04 5.00000000e-01)	4000
26              	1.00394349e+00	(1.56631511e-03 3.88273712e-04 5.00000000e-01)	3900
27              	1.00401365e+00	(1.56631511e-03 3.72316461e-04 5.00000000e-01)	3800
28              	1.00408071e+00	(1.56631511e-03 3.72316461e-04 5.00000000e-01)	3800
29              	1.00414460e+00	(1.56631511e-03 3.56795840e-04 5.00000000e-01)	3700
30              	1.00420390e+00	(1.56631511e-03 3.41699902e-04 5.00000000e-01)	3600
31              	1.00426151e+00	(1.56631511e-03 3.41699902e-04 5.00000000e-01)	3600
32              	1.00431363e+00	(1.56631511e-03 3.41699902e-04 5.00000000e-01)	3600
33              	1.00436420e+00	(1.56631511e-03 3.27017025e-04 5.00000000e-01)	3500
34              	1.00440970e+00	(1.56631511e-03 3.27017025e-04 5.00000000e-01)	3500
35              	1.00445129e+00	(1.56631511e-03 3.12735908e-04 5.00000000e-01)	3400
36              	1.00449034e+00	(1.56631511e-03 3.12735908e-04 5.00000000e-01)	3400
37              	1.00452475e+00	(1.56631511e-03 3.12735908e-04 5.00000000e-01)	3400
38              	1.00455475e+00	(1.56631511e-03 3.12735908e-04 5.00000000e-01)	3400
39              	1.00458052e+00	(1.56631511e-03 3.12735908e-04 5.00000000e-01)	3400
40              	1.00460409e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
41              	1.00462388e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
42              	1.00463981e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
43              	1.00465211e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
44              	1.00466097e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
45              	1.00466656e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
46              	1.00466908e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
47              	1.00466871e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
48              	1.00466564e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
49              	1.00466002e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
50              	1.00465198e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
51              	1.00464162e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
52              	1.00462902e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
53              	1.00461426e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
54              	1.00459737e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
55              	1.00457843e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
56              	1.00455749e+00	(1.56631511e-03 2.98845558e-04 5.00000000e-01)	3300
57              	1.00453530e+00	(1.56631511e-03 2.85335282e-04 5.00000000e-01)	3200
58              	1.00451155e+00	(1.56631511e-03 2.85335282e-04 5.00000000e-01)	3200
59              	1.00448608e+00	(1.56631511e-03 2.85335282e-04 5.00000000e-01)	3200
60              	1.00445897e+00	(1.56631511e-03 2.85335282e-04 5.00000000e-01)	3200
61              	1.00444428e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
62              	1.00443223e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
63              	1.00441942e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
64              	1.00440604e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
65              	1.00440172e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
66              	1.00440106e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
67              	1.00440747e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
68              	1.00441913e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
69              	1.00443650e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
70              	1.00445775e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
71              	1.00448001e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
72              	1.00450211e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
73              	1.00452270e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
74              	1.00454045e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
75              	1.00455398e+00	(4.74706631e-03 4.04679875e-04 5.00000000e-01)	4001
76              	1.00456353e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
77              	1.00457719e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
78              	1.00458365e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
79              	1.00458493e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
80              	1.00458242e+00	(4.74706631e-03 3.88273712e-04 5.00000000e-01)	3901
81              	1.00458467e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
82              	1.00458259e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
83              	1.00457732e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
84              	1.00456796e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
85              	1.00455514e+00	(4.74706631e-03 3.72316461e-04 5.00000000e-01)	3801
86              	1.00454174e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
87              	1.00453145e+00	(4.74706631e-03 3.56795840e-04 5.00000000e-01)	3701
