# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	minMag(U)	location	cell
0               	1.00000000e+00	(-3.28081024e-01 2.50000000e-07 5.00000000e-01)	0
1               	4.97954279e-01	(1.72613976e+00 2.50000000e-07 5.00000000e-01)	518
2               	2.95361243e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
3               	2.07996123e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
4               	1.64034694e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
5               	1.38537713e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
6               	1.21939715e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
7               	1.10160071e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
8               	1.01263014e-01	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
9               	9.42348360e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
10              	8.84967249e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
11              	8.36933965e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
12              	7.95935299e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
13              	7.60391677e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
14              	7.29182010e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
15              	7.01485028e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
16              	6.76683077e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
17              	6.54301243e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
18              	6.33967407e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
19              	6.15385205e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
20              	5.98315229e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
21              	5.82561646e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
22              	5.67962479e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
23              	5.54382418e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
24              	5.41707419e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
25              	5.29840580e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
26              	5.18698963e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
27              	5.08211099e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
28              	4.98315029e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
29              	4.88956730e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
30              	4.80088854e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
31              	4.71669704e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
32              	4.63662391e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
33              	4.56034146e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
34              	4.48755743e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
35              	4.41801025e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
36              	4.35146496e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
37              	4.28770988e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
38              	4.22655366e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
39              	4.16782290e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
40              	4.11135999e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
41              	4.05702133e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
42              	4.00467576e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
43              	3.95420321e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
44              	3.90549352e-02	(-3.17746885e-01 2.50000000e-07 5.00000000e-01)	1
