# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(-3.13296488e-01 1.00232707e-06 5.00000000e-01)	0
1               	1.00010135e+00	(6.03404640e-03 1.87130418e-03 5.00000000e-01)	6009
2               	1.00022138e+00	(6.03404640e-03 1.65637433e-03 5.00000000e-01)	5873
3               	1.00033546e+00	(6.03404640e-03 1.65637433e-03 5.00000000e-01)	5873
4               	1.00044832e+00	(6.03404640e-03 1.46612822e-03 5.00000000e-01)	5737
5               	1.00056594e+00	(6.03404640e-03 1.65637433e-03 5.00000000e-01)	5873
6               	1.00067393e+00	(6.03404640e-03 1.87130418e-03 5.00000000e-01)	6009
7               	1.00075618e+00	(6.03404640e-03 2.11412074e-03 5.00000000e-01)	6145
8               	1.00088123e+00	(6.03404640e-03 2.11412074e-03 5.00000000e-01)	6145
9               	1.00093834e+00	(6.03404640e-03 2.11412074e-03 5.00000000e-01)	6145
10              	1.00104763e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
11              	1.00116078e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
12              	1.00124584e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
13              	1.00131729e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
14              	1.00138001e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
15              	1.00143716e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
16              	1.00148543e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
17              	1.00152576e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
18              	1.00155916e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
19              	1.00158370e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
20              	1.00159787e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
21              	1.00160452e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
22              	1.00160443e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
23              	1.00159847e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
24              	1.00159055e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
25              	1.00157575e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
26              	1.00155634e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
27              	1.00153091e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
28              	1.00149969e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
29              	1.00146273e+00	(6.03404640e-03 2.38844251e-03 5.00000000e-01)	6281
30              	1.00143204e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
31              	1.00141835e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
32              	1.00140024e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
33              	1.00137627e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
34              	1.00134725e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
35              	1.00131457e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
36              	1.00127883e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
