# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	minMag(U)	location	cell
0               	1.00000000e+00	(1.56631511e-03 2.74157932e-06 5.00000000e-01)	0
1               	7.00272652e-01	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
2               	3.87541682e-01	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
3               	2.59235065e-01	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
4               	1.98675466e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
5               	1.65007179e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
6               	1.43236381e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
7               	1.27425303e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
8               	1.15036172e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
9               	1.04821861e-01	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
10              	9.61588500e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
11              	8.87130179e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
12              	8.23026623e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
13              	7.68108936e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
14              	7.21360048e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
15              	6.81820255e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
16              	6.48494231e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
17              	6.20336132e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
18              	5.96327740e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
19              	5.75575441e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
20              	5.57344786e-02	(4.74706631e-03 2.74157932e-06 5.00000000e-01)	1
21              	5.39962608e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
22              	5.23584326e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
23              	5.08555418e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
24              	4.94672099e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
25              	4.81779747e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
26              	4.69757360e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
27              	4.58507456e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
28              	4.47949639e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
29              	4.38016513e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
30              	4.28650812e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
31              	4.19803302e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
32              	4.11431209e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
33              	4.03497063e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
34              	3.95967837e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
35              	3.88814217e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
36              	3.82010011e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
37              	3.75531698e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
38              	3.69358070e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
39              	3.63469967e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
40              	3.57850048e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
41              	3.52482509e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
42              	3.47352871e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
43              	3.42447807e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
44              	3.37755003e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
45              	3.33263073e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
46              	3.28961474e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
47              	3.24840430e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
48              	3.20891010e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
49              	3.17105140e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
50              	3.13475710e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
51              	3.09996211e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
52              	3.06660367e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
53              	3.03462325e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
54              	3.00396400e-02	(8.02553783e-03 2.74157932e-06 5.00000000e-01)	2
55              	2.97044461e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
56              	2.93688608e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
57              	2.90439733e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
58              	2.87293803e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
59              	2.84247019e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
60              	2.81295773e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
61              	2.78436657e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
62              	2.75666410e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
63              	2.72981916e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
64              	2.70380196e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
65              	2.67858377e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
66              	2.65413708e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
67              	2.63043585e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
68              	2.60745513e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
69              	2.58517094e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
70              	2.56356007e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
71              	2.54260019e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
72              	2.52227009e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
73              	2.50254935e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
74              	2.48341869e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
75              	2.46485976e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
76              	2.44685482e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
77              	2.42938687e-02	(1.14047319e-02 2.74157932e-06 5.00000000e-01)	3
78              	2.41072763e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
79              	2.39170540e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
80              	2.37314616e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
81              	2.35503832e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
82              	2.33737070e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
83              	2.32013246e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
84              	2.30331294e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
85              	2.28690176e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
86              	2.27088885e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
87              	2.25526448e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
88              	2.24001911e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
89              	2.22514348e-02	(1.48877429e-02 2.74157932e-06 5.00000000e-01)	4
90              	2.20947431e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
91              	2.19383725e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
92              	2.17846244e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
93              	2.16334263e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
94              	2.14847086e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
95              	2.13384041e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
96              	2.11944485e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
97              	2.10527795e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
98              	2.09133373e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
99              	2.07760642e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
100             	2.06409046e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
101             	2.05078049e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
102             	2.03767133e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
103             	2.02475799e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
104             	2.01203565e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
105             	1.99949965e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
106             	1.98714549e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
107             	1.97496883e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
108             	1.96296546e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
109             	1.95113131e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
110             	1.93946247e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
111             	1.92795511e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
112             	1.91660556e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
113             	1.90541026e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
114             	1.89436574e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
115             	1.88346867e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
116             	1.87271579e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
117             	1.86210397e-02	(1.96867370e+00 2.74157932e-06 5.00000000e-01)	99
