# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	minMag(U)	location	cell
0               	1.00000000e+00	(-3.13296488e-01 1.00232707e-06 5.00000000e-01)	0
1               	3.68072377e-01	(1.46301914e+00 1.00232707e-06 5.00000000e-01)	123
2               	1.45053844e-01	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
3               	9.20924867e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
4               	7.08621611e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
5               	5.89019441e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
6               	5.08857364e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
7               	4.49970501e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
8               	4.04278077e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
9               	3.67515859e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
10              	3.37164938e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
11              	3.11614182e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
12              	2.89258518e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
13              	2.69467232e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
14              	2.51998062e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
15              	2.36442001e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
16              	2.22485908e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
17              	2.09885206e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
18              	1.98445592e-02	(1.07639292e+00 1.00232707e-06 5.00000000e-01)	114
19              	1.88010394e-02	(1.29118527e+00 1.00232707e-06 5.00000000e-01)	119
20              	1.78451705e-02	(1.33414374e+00 1.00232707e-06 5.00000000e-01)	120
21              	1.69663925e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
22              	1.61559051e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
23              	1.54063156e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
24              	1.47113710e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
25              	1.40657547e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
26              	1.34649278e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
27              	1.29050029e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
28              	1.23826428e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
29              	1.18949769e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
30              	1.14395319e-02	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
