# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(1.56631511e-03 4.00664797e-04 5.00000000e-01)	0
1               	1.00063620e+00	(1.96867370e+00 1.10190469e-02 5.00000000e-01)	1199
2               	1.00080922e+00	(1.96867370e+00 1.99102419e-01 5.00000000e-01)	6579
3               	1.00117754e+00	(4.44885220e-01 5.71560190e-03 5.00000000e-01)	655
4               	1.00148056e+00	(5.15248361e-01 5.71560190e-03 5.00000000e-01)	659
5               	1.00171523e+00	(2.67034535e-01 4.75548180e-03 5.00000000e-01)	542
6               	1.00183650e+00	(2.56035867e-01 5.71560190e-03 5.00000000e-01)	641
7               	1.00192774e+00	(7.33354481e-01 7.73309085e-03 5.00000000e-01)	869
8               	1.00207396e+00	(1.90695483e+00 1.10190469e-02 5.00000000e-01)	1198
9               	1.00229730e+00	(1.90695483e+00 1.59356319e-02 5.00000000e-01)	1598
10              	1.00247404e+00	(1.90695483e+00 2.30631827e-02 5.00000000e-01)	2098
11              	1.00262147e+00	(1.84707559e+00 1.33966242e-02 5.00000000e-01)	1397
12              	1.00274584e+00	(1.78898115e+00 1.33966242e-02 5.00000000e-01)	1396
13              	1.00285448e+00	(1.96867370e+00 1.46452811e-02 5.00000000e-01)	1499
14              	1.00296908e+00	(1.90695483e+00 3.52285364e-02 5.00000000e-01)	2798
15              	1.00310144e+00	(1.90695483e+00 3.72061836e-02 5.00000000e-01)	2898
16              	1.00324216e+00	(1.90695483e+00 3.92498666e-02 5.00000000e-01)	2998
17              	1.00339861e+00	(1.90695483e+00 3.92498666e-02 5.00000000e-01)	2998
18              	1.00355647e+00	(1.90695483e+00 4.13617903e-02 5.00000000e-01)	3098
19              	1.00370204e+00	(1.90695483e+00 4.13617903e-02 5.00000000e-01)	3098
20              	1.00382171e+00	(1.90695483e+00 4.35442333e-02 5.00000000e-01)	3198
21              	1.00392614e+00	(1.90695483e+00 4.35442333e-02 5.00000000e-01)	3198
22              	1.00399209e+00	(1.90695483e+00 4.57995504e-02 5.00000000e-01)	3298
23              	1.00404331e+00	(1.96867370e+00 6.67753197e-02 5.00000000e-01)	4099
24              	1.00407571e+00	(1.96867370e+00 6.38422312e-02 5.00000000e-01)	3999
25              	1.00408993e+00	(1.96867370e+00 6.98063470e-02 5.00000000e-01)	4199
26              	1.00409041e+00	(1.96867370e+00 6.98063470e-02 5.00000000e-01)	4199
27              	1.00408137e+00	(1.96867370e+00 7.29385835e-02 5.00000000e-01)	4299
28              	1.00406806e+00	(1.96867370e+00 7.61754087e-02 5.00000000e-01)	4399
29              	1.00405440e+00	(1.96867370e+00 7.61754087e-02 5.00000000e-01)	4399
30              	1.00404321e+00	(1.96867370e+00 7.95203148e-02 5.00000000e-01)	4499
31              	1.00403555e+00	(1.96867370e+00 7.95203148e-02 5.00000000e-01)	4499
32              	1.00403183e+00	(1.96867370e+00 8.29769108e-02 5.00000000e-01)	4599
33              	1.00403106e+00	(1.96867370e+00 8.29769108e-02 5.00000000e-01)	4599
34              	1.00403212e+00	(1.96867370e+00 8.29769108e-02 5.00000000e-01)	4599
35              	1.00403378e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
36              	1.00403405e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
37              	1.00403479e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
38              	1.00403497e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
39              	1.00403167e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
40              	1.00402485e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
41              	1.00401643e+00	(1.96867370e+00 8.65489262e-02 5.00000000e-01)	4699
