# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(-3.13296488e-01 1.00232707e-06 5.00000000e-01)	0
0.00011999      	1.00021396e+00	(6.03404640e-03 2.65460842e-04 5.00000000e-01)	3833
0.000263962     	1.00036659e+00	(6.03404640e-03 2.99967302e-04 5.00000000e-01)	3969
0.000436717     	1.00047312e+00	(6.03404640e-03 3.38943957e-04 5.00000000e-01)	4105
0.000644009     	1.00055205e+00	(6.03404640e-03 3.82971650e-04 5.00000000e-01)	4241
0.000892729     	1.00061319e+00	(6.03404640e-03 4.88889650e-04 5.00000000e-01)	4513
0.00119115      	1.00065903e+00	(6.03404640e-03 6.24058501e-04 5.00000000e-01)	4785
0.00154914      	1.00069320e+00	(6.03404640e-03 8.99943157e-04 5.00000000e-01)	5193
0.00197859      	1.00072371e+00	(6.03404640e-03 1.29773077e-03 5.00000000e-01)	5601
0.00249383      	1.00074263e+00	(6.03404640e-03 1.46612822e-03 5.00000000e-01)	5737
0.00311186      	1.00083853e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
0.00385304      	1.00110723e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
0.00474246      	1.00136095e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
0.00580919      	1.00158747e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
0.00708871      	1.00176453e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
0.00862335      	1.00192145e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
0.0104626       	1.00203963e+00	(2.00594380e-03 2.65460842e-04 5.00000000e-01)	3832
0.0126665       	1.00216426e+00	(2.00594380e-03 2.65460842e-04 5.00000000e-01)	3832
0.0153064       	1.00226110e+00	(2.00594380e-03 2.99967302e-04 5.00000000e-01)	3968
0.0184727       	1.00236493e+00	(2.00594380e-03 2.99967302e-04 5.00000000e-01)	3968
0.0222623       	1.00242841e+00	(6.03404640e-03 3.38943957e-04 5.00000000e-01)	4105
0.02681         	1.00253456e+00	(6.03404640e-03 3.82971650e-04 5.00000000e-01)	4241
0.0322468       	1.00262665e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0387418       	1.00269780e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0464938       	1.00272606e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0557512       	1.00271099e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0656906       	1.00265760e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0756301       	1.00257269e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.0855696       	1.00246358e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.095509        	1.00235038e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.105448        	1.00224160e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
0.115388        	1.00217761e+00	(6.03404640e-03 4.32706494e-04 5.00000000e-01)	4377
