# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0               	1.00000000e+00	(-3.13296488e-01 1.00232707e-06 5.00000000e-01)	0
1               	1.00007258e+00	(6.03404640e-03 1.01673200e-03 5.00000000e-01)	5329
2               	1.00013637e+00	(6.03404640e-03 8.99943157e-04 5.00000000e-01)	5193
3               	1.00018465e+00	(6.03404640e-03 1.46612822e-03 5.00000000e-01)	5737
4               	1.00020862e+00	(6.03404640e-03 2.11412074e-03 5.00000000e-01)	6145
5               	1.00024422e+00	(2.00594380e-03 2.65460842e-04 5.00000000e-01)	3832
6               	1.00029967e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
7               	1.00036118e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
8               	1.00042402e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
9               	1.00048124e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
10              	1.00053338e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
11              	1.00058393e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
12              	1.00062970e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
13              	1.00067127e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
14              	1.00070892e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
15              	1.00074273e+00	(2.00594380e-03 1.83908375e-04 5.00000000e-01)	3424
16              	1.00077833e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
17              	1.00081161e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
18              	1.00084234e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
19              	1.00087054e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
20              	1.00089654e+00	(2.00594380e-03 2.07860567e-04 5.00000000e-01)	3560
21              	1.00092479e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
22              	1.00095448e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
23              	1.00098183e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
24              	1.00100709e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
25              	1.00103062e+00	(2.00594380e-03 2.34910355e-04 5.00000000e-01)	3696
