# Selection     : all 
# Volume        : 5.16250000e-02
# Time          	maxMag(U)	location	cell	processor
202             	5.61102987e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
203             	5.61145904e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
204             	5.61187668e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
205             	5.61228400e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
206             	5.61267907e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
207             	5.61306330e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
208             	5.61343707e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
209             	5.61380061e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
210             	5.61415426e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
211             	5.61451468e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
212             	5.61486817e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
213             	5.61521110e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
214             	5.61554583e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
215             	5.61587166e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
216             	5.61618876e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
217             	5.61649740e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
218             	5.61679784e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
219             	5.61709152e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
220             	5.61737640e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
221             	5.61765379e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
222             	5.61792399e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
223             	5.61818724e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
224             	5.61844379e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
225             	5.61869270e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
226             	5.61893650e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
227             	5.61917431e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
228             	5.61940631e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
229             	5.61963270e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
230             	5.61985371e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
231             	5.62006952e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
232             	5.62028035e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
233             	5.62048636e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
234             	5.62068774e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
235             	5.62088467e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
236             	5.62107844e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
237             	5.62126697e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
238             	5.62145150e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
239             	5.62163222e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
240             	5.62180928e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
241             	5.62198280e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
242             	5.62215294e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
243             	5.62231980e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
244             	5.62248349e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
245             	5.62264414e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
246             	5.62280183e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
247             	5.62295669e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
248             	5.62310878e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
249             	5.62325821e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
250             	5.62340506e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
251             	5.62354940e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
252             	5.62369131e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
253             	5.62383086e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
254             	5.62396809e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
255             	5.62410309e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
256             	5.62423589e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
257             	5.62436655e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
258             	5.62449511e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
259             	5.62462162e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
260             	5.62474613e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
261             	5.62486868e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
262             	5.62498930e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
263             	5.62510711e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
264             	5.62522394e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
265             	5.62533985e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
266             	5.62545306e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
267             	5.62556353e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
268             	5.62567312e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
269             	5.62578195e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
270             	5.62588816e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
271             	5.62599166e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
272             	5.62609535e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
273             	5.62619648e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
274             	5.62629497e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
275             	5.62639272e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
276             	5.62648983e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
277             	5.62658438e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
278             	5.62667729e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
279             	5.62676860e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
280             	5.62685834e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
281             	5.62694650e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
282             	5.62703212e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
283             	5.62711814e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
284             	5.62720063e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
285             	5.62728365e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
286             	5.62736294e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
287             	5.62744180e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
288             	5.62752036e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
289             	5.62759511e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
290             	5.62766944e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
291             	5.62774222e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
292             	5.62781358e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
293             	5.62788462e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
294             	5.62795168e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
295             	5.62801986e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
296             	5.62808522e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
297             	5.62814905e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
298             	5.62821141e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
299             	5.62827230e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
300             	5.62833174e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
301             	5.62838969e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
302             	5.62844618e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
303             	5.62850121e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
304             	5.62855478e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
305             	5.62860691e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
306             	5.62865760e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
307             	5.62870686e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
308             	5.62875468e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
309             	5.62880105e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
310             	5.62884598e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
311             	5.62888804e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
312             	5.62893006e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
313             	5.62897189e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
314             	5.62900987e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
315             	5.62904750e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
316             	5.62908493e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
317             	5.62911974e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
318             	5.62915303e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
319             	5.62918383e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
320             	5.62921429e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
321             	5.62924439e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
322             	5.62927101e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
323             	5.62929816e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
324             	5.62932292e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
325             	5.62934619e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
326             	5.62936803e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
327             	5.62938746e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
328             	5.62940647e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
329             	5.62942508e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
330             	5.62944130e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
331             	5.62945505e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
332             	5.62946935e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
333             	5.62948131e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
334             	5.62949183e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
335             	5.62949998e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
336             	5.62950771e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
337             	5.62951408e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
338             	5.62952002e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
339             	5.62952361e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
340             	5.62952480e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
341             	5.62952651e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
342             	5.62952594e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
343             	5.62952298e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
344             	5.62951963e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
345             	5.62951591e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
346             	5.62950894e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
347             	5.62950156e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
348             	5.62949288e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
349             	5.62948291e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
350             	5.62947161e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
351             	5.62945900e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
352             	5.62944509e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
353             	5.62942986e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
354             	5.62941446e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
355             	5.62939566e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
356             	5.62937664e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
357             	5.62935638e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
358             	5.62933486e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
359             	5.62931206e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
360             	5.62928906e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
361             	5.62926387e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
362             	5.62923736e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
363             	5.62920966e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
364             	5.62918078e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
365             	5.62915077e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
366             	5.62911871e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
367             	5.62908729e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
368             	5.62905290e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
369             	5.62901821e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
370             	5.62898246e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
371             	5.62894569e+00	(2.88500438e+00 6.51105205e-02 5.00000000e-02)	14221	1
372             	5.62891013e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
373             	5.62887971e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
374             	5.62884819e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
375             	5.62881562e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
376             	5.62878204e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
377             	5.62874814e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
378             	5.62871252e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
379             	5.62867514e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
380             	5.62863833e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
381             	5.62859985e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
382             	5.62856037e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
383             	5.62851998e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
384             	5.62847865e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
385             	5.62843563e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
386             	5.62839335e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
387             	5.62834956e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
388             	5.62830386e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
389             	5.62825851e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
390             	5.62821064e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
391             	5.62816333e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
392             	5.62811446e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
393             	5.62806396e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
394             	5.62801341e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
395             	5.62796289e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
396             	5.62791076e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
397             	5.62785774e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
398             	5.62780390e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
399             	5.62774837e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
400             	5.62769379e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
401             	5.62763687e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
402             	5.62758089e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
403             	5.62752256e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
404             	5.62746510e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
405             	5.62740549e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
406             	5.62734709e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
407             	5.62728726e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
408             	5.62722663e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
409             	5.62716528e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
410             	5.62710327e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
411             	5.62703978e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
412             	5.62697651e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
413             	5.62691269e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
414             	5.62684921e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
415             	5.62678422e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
416             	5.62671759e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
417             	5.62665135e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
418             	5.62658560e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
419             	5.62651727e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
420             	5.62644931e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
421             	5.62638199e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
422             	5.62631325e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
423             	5.62624316e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
424             	5.62617380e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
425             	5.62610409e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
426             	5.62603498e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
427             	5.62596430e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
428             	5.62589203e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
429             	5.62582032e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
430             	5.62574822e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
431             	5.62567572e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
432             	5.62560280e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
433             	5.62552948e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
434             	5.62545686e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
435             	5.62538166e+00	(2.88500438e+00 6.13145915e-02 5.00000000e-02)	14058	1
