# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	minMag(U)	location	cell
0               	1.00000000e+00	(-3.13296488e-01 1.00232707e-06 5.00000000e-01)	0
0.00011999      	4.22660803e-01	(1.97852077e+00 1.00232707e-06 5.00000000e-01)	135
0.000263962     	1.75166900e-01	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.000436717     	1.11746174e-01	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.000644009     	8.90708121e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.000892729     	7.57873262e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00119115      	6.63424016e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00154914      	5.91358707e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00197859      	5.33971734e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00249383      	4.86842167e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00311186      	4.47228769e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00385304      	4.13343163e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00474246      	3.83951830e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00580919      	3.58180854e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00708871      	3.35383324e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.00862335      	3.15072157e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.0104626       	2.96869041e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.0126665       	2.80465493e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.0153064       	2.65605757e-02	(6.03404640e-03 1.00232707e-06 5.00000000e-01)	25
0.0184727       	2.51879187e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0222623       	2.38864944e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.02681         	2.26868932e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0322468       	2.15787920e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0387418       	2.05533797e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0464938       	1.96033444e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0557512       	1.87224228e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0656906       	1.79069966e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0756301       	1.71529684e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.0855696       	1.64561048e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
0.095509        	1.58130755e-02	(1.00952164e-02 1.00232707e-06 5.00000000e-01)	26
